Id,Deleted,CreatedBy_FK,Created,ModifiedBy_FK,Modified,IsSupplier,IsCustomer,Locked,Archived,PrintReport_FK,ApproveUntil,Approved,ApprovedBy_FK,Name,Description,Type_FK,Parent_FK,DefaultLanguage_FK,BillingAddressStreet,BillingAddressCity,BillingAddressState_FK,BillingAddressPostalCode,BillingAddressCountry_FK,ShippingAddressStreet,ShippingAddressCity,ShippingAddressState_FK,ShippingAddressPostalCode,ShippingAddressCountry_FK,EmailInvoicing,Email1,Website,Skype,Phone,Mobile,Fax,Currency_FK,CreditRating_FK,IgnoreISIR,PaymentMethod_FK,RegNumber,VATNumber,SendMailEnabled,CallEnabled,SendNoticeOfLatePayment,FirstName,MiddleName,LastName,Title,Suffix,JobTitle,Department,ReportsTo_FK,Office,Profession,Anniversary,Birthday,Gender_FK,Salutation_FK,SalutationText,IsDefault,Industry_FK,AnnualRevenue_FK,AnnualRevenueBaseCurrency_FK,Ownership,Employees_FK,SicCode,PersonalDataAgreement,BusinessFocus_FK,Inactive,LeadSource,QueueOrder,PersonalIdentificationNumber,CaptionSort,ProductSellingPrice_FK,InvoiceDueDays,ConcatenatedDddress,Status_FK,DataboxId,EstabDate,TurnoverLowerBound,TurnoverUpperBound,BusinessEntry,IsVatpayer,VatRegistrationType,IsUnreliableVatpayer,UnreliableVatpayerSince,VzpDebt,BillingAddressGps,OwningType,LegalForm,StatusForm,Profit,Ebidta,BankAccountsBalance,BusinessPremisesCount,ActiveLicensesCount,TitleType_FK,SuffixType_FK,RegNumber_SK,GdprLegalReasonEndDate,c_AdjusterUserID,c_PreferredContactMethod,c_InvolvedId,MainProjection_FK,c_BulkEmails,c_NAVNumber,c_BDM,c_Region,c_Industry,c_NAVContactNumber,c_Buyer,c_BuyerInceptionDate,c_BuyerLatestDate,c_SBU,Image_FK,CaptionDisplay,TaxNumber,AresSyncEnabled,MasterParent_FK,SendContactEmailWishBirthday,SendContactEmailWishAnniversary,BusinessUnit_FK,BillingAddressRuian,ShippingAddressRuian,ShippingAddressGps,c_SourceTable,c_SourceTableId,c_SBU_enum_FK,c_Industry_Enum_FK,c_Region_Enum_FK,c_isEmployee,c_isEngineer,c_EmployeeNumber,c_NavAddressStreet,c_NavAddressStreet2,c_NavAddressCity,c_NavAddressState_FK,c_NavAddressZip,c_NavAddressCountry_FK,Ext_ID,Ext_Source,c_EmployeeNumberString,c_NAVEmployeeNumber,c_NavPhoneNumber,c_NavFaxNumber,c_NavEmail,c_NavEmail2,c_BillingAddressStreet2,c_NavAddressState,c_AlternateName,MainRecordAfterMerge_ID,c_ShippingAddressStreet2,CreditCheckMainStatus_FK,Signature_FK,c_MergedIDs,c_hasRecentActivity,
4433,0,0,42:57.0,0,39:48.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,RADER & CAMPBELL PC,NULL,NULL,NULL,NULL,2777 Stemmons Fwy Ste 1125,Dallas,1222,75207,NULL,NULL,NULL,1222,NULL,NULL,NULL,NULL,http://,NULL,NULL,NULL,214-630-9996,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,RADER & CAMPBELL PC,NULL,NULL,"2777 Stemmons Fwy Ste 1125,Dallas,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,22450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RADER & CAMPBELL PC,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,3864,NULL,NULL,NULL,0,0,NULL,2777 STEMMONS FWY STE 1125,,DALLAS,NULL,75207,NULL,NULL,NULL,NULL,NULL,214-630-4700,214-630-9996,,,,TX,NULL,4433,,NULL,NULL,NULL,0,
4507,0,0,06:11.0,0,00:28.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,KIRK AND CHANEY,NULL,NULL,NULL,NULL,101 Park Ave Ste 800,Oklahoma City,1205,73102,NULL,NULL,NULL,1205,NULL,NULL,NULL,NULL,http://www.kirkandchaney.com,NULL,NULL,NULL,405-235-5914,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,KIRK AND CHANEY,NULL,NULL,"101 Park Ave Ste 800,Oklahoma City,Oklahoma",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KIRK AND CHANEY,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,3938,NULL,NULL,NULL,0,0,NULL,101 PARK AVE STE 800,,OKLAHOMA CITY,NULL,73102,NULL,NULL,NULL,NULL,NULL,,,,NULL,,OK,NULL,4507,,NULL,NULL,NULL,0,
4514,0,0,42:07.0,0,07:28.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,CONSUMERS COUNTY MUTUAL INSURANCE COMPANY,NULL,NULL,NULL,NULL,1301 E Collins Blvd,Richardson,1222,75081,NULL,1301 E Collins Blvd,Richardson,1222,75081,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,CONSUMERS COUNTY MUTUAL INSURANCE COMPANY,NULL,NULL,"1301 E Collins Blvd,Richardson,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,39073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CONSUMERS COUNTY MUTUAL INSURANCE COMPANY,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,3945,NULL,NULL,NULL,0,0,NULL,1301 E COLLINS BLVD,,RICHARDSON,NULL,75081,NULL,NULL,NULL,NULL,NULL,,,,NULL,,TX,NULL,4514,,NULL,NULL,NULL,0,
4693,0,0,03:00.0,0,00:34.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,SOUTHWEST ADJUSTERS,NULL,NULL,NULL,NULL,4710 Vista Rd,Pasadena,1222,77505,NULL,NULL,NULL,1222,NULL,NULL,NULL,NULL,http://southwestadjusters.com,NULL,NULL,866-494-7928,877-259-5910,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,SOUTHWEST ADJUSTERS,NULL,NULL,"4710 Vista Rd,Pasadena,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,16985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SOUTHWEST ADJUSTERS,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,4124,NULL,NULL,NULL,0,0,NULL,4710 VISTA,,PASADENA,NULL,77505,NULL,NULL,NULL,NULL,NULL,,,,scott.monell@yahoo.com,,TX,NULL,4693,,NULL,NULL,NULL,0,
4876,0,0,49:24.0,0,00:37.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,ARRASTIA CAPOTE PARTNERS,NULL,NULL,NULL,NULL,100 SE 2nd St,Miami,1159,33131,NULL,100 SE 2nd St,Miami,1159,33131,NULL,NULL,NULL,www.arrastia-law.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ARRASTIA CAPOTE PARTNERS,NULL,NULL,"100 SE 2nd St,Miami,Florida",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38612,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARRASTIA CAPOTE PARTNERS,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,4307,NULL,NULL,NULL,0,0,NULL,100 SE 2 ST STE 4505,,MIAMI,NULL,33131,NULL,NULL,NULL,NULL,NULL,,,,NULL,,FL,NULL,4876,,NULL,NULL,NULL,0,
5070,0,0,39:29.0,0,53:06.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,GENERALI DEUTSCHLAND SCHADENMANAGEMENT GMBH,NULL,NULL,NULL,NULL,Aachenmunchener-Platz-1,Aachen,NULL,52064,NULL,Aachenmunchener-Platz-1,Aachen,NULL,52064,NULL,NULL,NULL,www.generali.de,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,GENERALI DEUTSCHLAND SCHADENMANAGEMENT GMBH,NULL,NULL,"Aachenmunchener-Platz-1,Aachen",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38060,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,GENERALI DEUTSCHLAND SCHADENMANAGEMENT GMBH,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,4501,NULL,NULL,NULL,0,0,NULL,AACHENMUNCHENER-PLATZ 1,,AACHEN,NULL,52064,NULL,NULL,NULL,NULL,NULL,+49 241 456 2425,2.41457E+11,,NULL,,GERMAN,NULL,5070,,NULL,NULL,NULL,0,
5651,0,0,22:51.0,0,04:17.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,LINEAR ARCHITECTURE,NULL,NULL,NULL,NULL,8600 Freeport Pkwy Ste 310,Irving,1222,75063,NULL,8600 Freeport Pkwy Ste 310,Irving,1222,75063,NULL,NULL,NULL,www.linear-architecture.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,LINEAR ARCHITECTURE,NULL,NULL,"8600 Freeport Pkwy Ste 310,Irving,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LINEAR ARCHITECTURE,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,5082,NULL,NULL,NULL,0,0,NULL,8600 FREEPORT PKWY STE 310,,IRVING,NULL,75063,NULL,NULL,NULL,NULL,NULL,,,,NULL,,TX,NULL,5651,,NULL,NULL,NULL,0,
6163,0,0,44:24.0,0,49:15.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,GOLDMAN & HELLMAN,NULL,NULL,NULL,NULL,800 SE Third Ave Fourth Fl,Ft Lauderdale,1159,33316,NULL,NULL,NULL,1159,NULL,NULL,NULL,NULL,http://www.goldmanandhellman.com,NULL,NULL,NULL,954-832-0878,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,GOLDMAN & HELLMAN,NULL,NULL,"800 SE Third Ave Fourth Fl,Ft Lauderdale,Florida",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,17553,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,GOLDMAN & HELLMAN,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,5594,NULL,NULL,NULL,0,0,NULL,8751 W BROWARD BLVD,STE 404,FORT LAUDERDALE,NULL,33324,NULL,NULL,NULL,NULL,NULL,954-356-0460,954-832-0878,,,,FL,NULL,6163,,NULL,NULL,NULL,0,
6432,0,0,52:29.0,0,57:07.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,CRAWFORD & CO,NULL,NULL,NULL,NULL,10550 Deerwood Park Blvd,Jacksonville,1159,32256,NULL,NULL,NULL,1159,NULL,NULL,NULL,NULL,http://crawfordgts.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,CRAWFORD & CO,NULL,NULL,"10550 Deerwood Park Blvd,Jacksonville,Florida",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CRAWFORD & CO,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,5863,NULL,NULL,NULL,0,0,NULL,10550 DEERWOOD PARK BLVD,,JACKSONVILLE,NULL,32256,NULL,NULL,NULL,NULL,NULL,,,,NULL,,FL,NULL,6432,,NULL,NULL,NULL,0,
6640,0,0,42:54.0,0,01:03.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,BLOCK LAW FIRM,NULL,NULL,NULL,NULL,PO Box 108,Thibodaux,1177,70302,NULL,422 E First St,Thibodaux,1177,70302,NULL,NULL,NULL,blocklawfirm.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,BLOCK LAW FIRM,NULL,NULL,"PO Box 108,Thibodaux,Louisiana",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38523,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLOCK LAW FIRM,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,6071,NULL,NULL,NULL,0,0,NULL,PO BOX 108,422 E FIRST ST,THIBODAUX,NULL,70302,NULL,NULL,NULL,NULL,NULL,,,,NULL,,LA,NULL,6640,,NULL,NULL,NULL,0,
6712,0,0,35:06.0,0,40:37.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,THE MILLER LAW FIRM,NULL,NULL,NULL,NULL,3811 Turtle Creek Blvd #1950,Dallas,1222,75219,NULL,NULL,NULL,1222,NULL,NULL,NULL,NULL,http://,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,THE MILLER LAW FIRM,NULL,NULL,"3811 Turtle Creek Blvd #1950,Dallas,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,13656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,THE MILLER LAW FIRM,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,6143,NULL,NULL,NULL,0,0,NULL,3811 TURTLE CREEK BLVD #1950,,DALLAS,NULL,75219,NULL,NULL,NULL,NULL,NULL,469-916-2552,469-916-2555,,sgreener@tmlfpc.com,,TX,NULL,6712,,NULL,NULL,NULL,0,
6769,0,0,00:51.0,0,49:26.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,IEA WHITE CONSTRUCTION,NULL,NULL,NULL,NULL,PO Box 249,Clinton,1167,47842,NULL,3900 E White Ave,Clinton,1167,47842,NULL,NULL,NULL,whiteconstruction.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,IEA WHITE CONSTRUCTION,NULL,NULL,"PO Box 249,Clinton,Iowa",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,39062,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IEA WHITE CONSTRUCTION,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,6200,NULL,NULL,NULL,0,0,NULL,PO BOX 249,3900 E WHITE AVE,CLINTON,NULL,47842,NULL,NULL,NULL,NULL,NULL,,,,NULL,,IA,NULL,6769,,NULL,NULL,NULL,0,
8022,0,0,23:54.0,0,01:24.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,LAW OFFICES OF ARTHUR SMITH,NULL,NULL,NULL,NULL,507 Prestige Cir,Allen,1222,75002,NULL,507 Prestige Cir,Allen,1222,75002,NULL,NULL,NULL,www.aksmithlawfirm.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,LAW OFFICES OF ARTHUR SMITH,NULL,NULL,"507 Prestige Cir,Allen,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,19082,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LAW OFFICES OF ARTHUR SMITH,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,7453,NULL,NULL,NULL,0,0,NULL,507 PRESTIGE CIR,,ALLEN,NULL,75002,NULL,NULL,NULL,NULL,NULL,(469)342-3361,,,,,TX,NULL,8022,,NULL,NULL,NULL,0,
8410,0,0,58:50.0,19,41:38.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,HERMES LAW PC,NULL,NULL,NULL,NULL,2001 N Lamar St Ste 450,Dallas,1222,75202,NULL,2001 N Lamar St Ste 450,Dallas,1222,75202,NULL,NULL,NULL,www.hermes-law.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,HERMES LAW PC,NULL,NULL,"2001 N Lamar St Ste 450,Dallas,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HERMES LAW PC,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,7841,NULL,NULL,NULL,0,0,NULL,2001 N LAMAR ST STE 450,,DALLAS,NULL,75202,NULL,NULL,NULL,NULL,NULL,,,,NULL,,TX,NULL,8410,,NULL,NULL,NULL,0,
9015,0,0,55:55.0,0,45:42.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,GONZALES CHISCANO ANGULO & KASSON PC,NULL,NULL,NULL,NULL,613 NW Loop 410 Ste 800,San Antonio,1222,78216,NULL,613 NW Loop 410 Ste 800,San Antonio,1222,78216,NULL,NULL,NULL,www.gcaklaw.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,GONZALES CHISCANO ANGULO & KASSON PC,NULL,NULL,"613 NW Loop 410 Ste 800,San Antonio,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,GONZALES CHISCANO ANGULO & KASSON PC,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,8446,NULL,NULL,NULL,0,0,NULL,613 NW LOOP 410 STE 800,,SAN ANTONIO,NULL,78216,NULL,NULL,NULL,NULL,NULL,210-569-8500,210-569-8490,,NULL,,TX,NULL,9015,,NULL,NULL,NULL,0,
9891,0,0,52:11.0,0,05:23.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,OVERHEAD DOOR COMPANY OF DENVER,NULL,NULL,NULL,NULL,3291 Peoria St,Aurora,1156,80010,NULL,3291 Peoria St,Aurora,1156,80010,NULL,NULL,NULL,www.overheaddoordenver.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,OVERHEAD DOOR COMPANY OF DENVER,NULL,NULL,"3291 Peoria St,Aurora,Colorado",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OVERHEAD DOOR COMPANY OF DENVER,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,9322,NULL,NULL,NULL,0,0,NULL,3291 PEORIA ST,,AURORA,NULL,80010,NULL,NULL,NULL,NULL,NULL,,,,NULL,,CO,NULL,9891,,NULL,NULL,NULL,0,
9894,0,0,52:19.0,0,01:55.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,HOLLAND & KNIGHT LLP,NULL,NULL,NULL,NULL,701 Brickell Ave Ste 3300,Miami,1159,33131,NULL,701 Brickell Ave Ste 3300,Miami,1159,33131,NULL,NULL,NULL,www.hklaw.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,HOLLAND & KNIGHT LLP,NULL,NULL,"701 Brickell Ave Ste 3300,Miami,Florida",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOLLAND & KNIGHT LLP,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,9325,NULL,NULL,NULL,0,0,NULL,701 BRICKELL AVE STE 3300,,MIAMI,NULL,33131,NULL,NULL,NULL,NULL,NULL,305-789-7535,305-789-7799,,NULL,,FL,NULL,9894,,NULL,NULL,NULL,0,
10047,0,0,39:49.0,0,58:05.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,KATTEN MUCHIN ROSENMAN,NULL,NULL,NULL,NULL,1301 McKinney St Ste 3000,Houston,1222,77010,NULL,1301 McKinney St Ste 3000,Houston,1222,77010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,KATTEN MUCHIN ROSENMAN,NULL,NULL,"1301 McKinney St Ste 3000,Houston,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38346,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KATTEN MUCHIN ROSENMAN,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,9478,NULL,NULL,NULL,0,0,NULL,1301 MCKINNEY ST STE 3000,,HOUSTON,NULL,77010-3033,NULL,NULL,NULL,NULL,NULL,,,,NULL,,TX,NULL,10047,,NULL,NULL,NULL,0,
